
#TBID:2021-06-23 02:30:00;SAM_84C8;CALIBRATED;

[Spectrum]
Version            = 1
IDData             = 96B1_2021-06-23_02-30-00_000_496
IDDevice           = SAM_84C8
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-06-23 02:30:00
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_84C8
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2015-08-21_12-14-03_013_778
IDDataCal = DLAB_2015-08-24_11-04-47_772_747
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $03 Intensity mW/(m^2 nm Sr)
Unit3 = $f0 $03 Error mW/(m^2 nm Sr)
Unit4 = $f1 $00 Status 
p999 = 348
[END] of [Attributes]
[DATA]
 0 11 0 0
 303.516048156 0 0 0
 306.890006053 0 0 0
 310.26457112 0 0 0
 313.639731825 0 0 0
 317.015476636 -0.000840911065108873 0 0
 320.391794021 -0.00065629106172785 0 0
 323.768672448 -0.000637745260880325 0 0
 327.146100385 -0.000525364968599931 0 0
 330.5240663 -0.000383219775417937 0 0
 333.902558661 -0.000125894686730382 0 0
 337.281565936 -0.000627249125776966 0 0
 340.661076593 -0.000455431864470238 0 0
 344.0410791 -0.000282090811478415 0 0
 347.421561925 -0.000265168529214131 0 0
 350.802513536 -0.000266717039820443 0 0
 354.183922401 -0.000253277516076799 0 0
 357.565776988 -0.000263527089347148 0 0
 360.948065765 -0.000201560193266378 0 0
 364.3307772 -0.000316935294204725 0 0
 367.713899761 -0.000232757968370804 0 0
 371.097421916 -0.000155806605752554 0 0
 374.481332133 -0.000230879305057865 0 0
 377.86561888 -0.000247331948080439 0 0
 381.250270625 -0.000208386694399427 0 0
 384.635275836 -0.000204873181144372 0 0
 388.020622981 -0.000178853040504304 0 0
 391.406300528 -0.000237795971383562 0 0
 394.792296945 -0.000272907604380349 0 0
 398.1786007 -0.000220058974056336 0 0
 401.565200261 -0.00024553413273872 0 0
 404.952084096 -0.000199417047644816 0 0
 408.339240673 -0.000101564134388023 0 0
 411.72665846 -0.000241039788412064 0 0
 415.114325925 -0.000142785388867175 0 0
 418.502231536 -0.000139289455077584 0 0
 421.890363761 -0.000152819435170503 0 0
 425.278711068 -0.000225444874249673 0 0
 428.667261925 -0.000135622664517238 0 0
 432.0560048 -0.000102649138924612 0 0
 435.444928161 -4.39130927075912e-006 0 0
 438.834020476 -4.57062639689958e-005 0 0
 442.223270213 -7.52138288008464e-005 0 0
 445.61266584 -0.000104723660691395 0 0
 449.002195825 -3.60502097961694e-005 0 0
 452.391848636 -8.24317718352371e-005 0 0
 455.781612741 -7.28742866289115e-005 0 0
 459.171476608 -1.64260129090143e-005 0 0
 462.561428705 -9.71368851847736e-005 0 0
 465.9514575 -7.00870712441441e-005 0 0
 469.341551461 -7.17208076304455e-006 0 0
 472.731699056 -9.97259859908105e-005 0 0
 476.121888753 -1.32855883530078e-005 0 0
 479.51210902 7.31793524552061e-006 0 0
 482.902348325 2.56377267694479e-005 0 0
 486.292595136 -4.42484240399015e-005 0 0
 489.682837921 -8.42983268624509e-005 0 0
 493.073065148 -0.000126641174804001 0 0
 496.463265285 -7.39746819866481e-005 0 0
 499.8534268 -9.90084742326425e-005 0 0
 503.243538161 -6.72528880086332e-005 0 0
 506.633587836 -2.72353698966528e-005 0 0
 510.023564293 -9.38375418192047e-005 0 0
 513.413456 -5.88457150917421e-005 0 0
 516.803251425 -7.7961997342532e-005 0 0
 520.192939036 -3.25715040580161e-005 0 0
 523.582507301 -9.71649313855076e-005 0 0
 526.971944688 -5.19465975912266e-005 0 0
 530.361239665 -0.000163428746424591 0 0
 533.7503807 -9.3094608257322e-005 0 0
 537.139356261 -0.000114478321824277 0 0
 540.528154816 -7.02942507062286e-005 0 0
 543.916764833 -0.00011117741099985 0 0
 547.30517478 -5.0429231601199e-005 0 0
 550.693373125 -3.86350299464181e-005 0 0
 554.081348336 -7.90458760809914e-005 0 0
 557.469088881 -0.00012034141729313 0 0
 560.856583228 -8.91456277329358e-005 0 0
 564.243819845 4.22325046624114e-006 0 0
 567.6307872 -0.000102123266363897 0 0
 571.017473761 -3.75109986655169e-005 0 0
 574.403867996 -6.16123354805992e-006 0 0
 577.789958373 -0.000141036439972413 0 0
 581.17573336 -5.72918306901407e-005 0 0
 584.561181425 -9.24464058653361e-005 0 0
 587.946291036 -0.000126600247594388 0 0
 591.331050661 -3.34307484254374e-005 0 0
 594.715448768 -6.52588600384752e-005 0 0
 598.099473825 -0.000115806669134919 0 0
 601.4831143 -5.54792167352183e-006 0 0
 604.866358661 -5.01349337831273e-005 0 0
 608.249195376 -6.01671879307655e-005 0 0
 611.631612913 -3.74252261090266e-005 0 0
 615.01359974 -7.002900995871e-005 0 0
 618.395144325 -7.11111924907992e-005 0 0
 621.776235136 -1.76865633579004e-006 0 0
 625.156860641 -9.64227012115526e-005 0 0
 628.537009308 -2.48850082996148e-005 0 0
 631.916669605 -3.95431697947917e-005 0 0
 635.29583 -4.77573863517467e-005 0 0
