
#TBID:2021-08-07 02:30:00;SAM_84C8;CALIBRATED;

[Spectrum]
Version            = 1
IDData             = 96B1_2021-08-07_02-30-00_000_296
IDDevice           = SAM_84C8
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-08-07 02:30:00
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_84C8
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2015-08-21_12-14-03_013_778
IDDataCal = DLAB_2015-08-24_11-04-47_772_747
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $03 Intensity mW/(m^2 nm Sr)
Unit3 = $f0 $03 Error mW/(m^2 nm Sr)
Unit4 = $f1 $00 Status 
p999 = 1328
[END] of [Attributes]
[DATA]
 0 11 0 0
 303.516048156 0 0 0
 306.890006053 0 0 0
 310.26457112 0 0 0
 313.639731825 0 0 0
 317.015476636 -0.00120850381071646 0 0
 320.391794021 -0.00106719475047746 0 0
 323.768672448 -0.00106055446722394 0 0
 327.146100385 -0.000849905965234582 0 0
 330.5240663 -0.000833002950953065 0 0
 333.902558661 -0.000620438604934249 0 0
 337.281565936 -0.000723510892112507 0 0
 340.661076593 -0.000544627395350717 0 0
 344.0410791 -0.00047359651408503 0 0
 347.421561925 -0.000516180164516849 0 0
 350.802513536 -0.000336583306961247 0 0
 354.183922401 -0.000148360483290322 0 0
 357.565776988 -0.000284370377366906 0 0
 360.948065765 -0.000146341900382821 0 0
 364.3307772 -9.8381567025139e-005 0 0
 367.713899761 -0.000215515705301883 0 0
 371.097421916 -6.41845317447422e-005 0 0
 374.481332133 -9.86594533298523e-005 0 0
 377.86561888 -1.33808914736334e-005 0 0
 381.250270625 -6.88385534338707e-005 0 0
 384.635275836 4.01446670478511e-005 0 0
 388.020622981 -5.60357495883383e-005 0 0
 391.406300528 -1.26413813090141e-005 0 0
 394.792296945 9.21256657097749e-005 0 0
 398.1786007 0.00015623219277064 0 0
 401.565200261 6.11112672594605e-005 0 0
 404.952084096 7.66110341357355e-005 0 0
 408.339240673 3.7864614104202e-005 0 0
 411.72665846 4.07973086541349e-005 0 0
 415.114325925 2.89616746400734e-005 0 0
 418.502231536 -2.20493213358782e-005 0 0
 421.890363761 -2.8494652032872e-005 0 0
 425.278711068 -1.61822654716434e-005 0 0
 428.667261925 5.04609192385281e-005 0 0
 432.0560048 1.57918197412726e-005 0 0
 435.444928161 -2.80209150323859e-005 0 0
 438.834020476 -3.51232903052169e-005 0 0
 442.223270213 -9.32477360128841e-006 0 0
 445.61266584 2.7725797783719e-005 0 0
 449.002195825 -3.66731095495974e-005 0 0
 452.391848636 -1.44018615807443e-005 0 0
 455.781612741 -1.48483284505749e-005 0 0
 459.171476608 7.02045081163658e-006 0 0
 462.561428705 -2.35275637773793e-005 0 0
 465.9514575 1.78850764398189e-005 0 0
 469.341551461 -8.53894343894921e-005 0 0
 472.731699056 4.4660247404166e-006 0 0
 476.121888753 5.23302673950545e-005 0 0
 479.51210902 -6.8652042883202e-006 0 0
 482.902348325 2.48792478683394e-005 0 0
 486.292595136 -3.11452605956814e-005 0 0
 489.682837921 -2.87910013651667e-005 0 0
 493.073065148 7.5177358174267e-007 0 0
 496.463265285 6.8484122443308e-005 0 0
 499.8534268 5.29075297054229e-007 0 0
 503.243538161 3.16998739046906e-005 0 0
 506.633587836 -1.39330033537429e-005 0 0
 510.023564293 1.63025184293986e-005 0 0
 513.413456 3.54796854740401e-005 0 0
 516.803251425 -6.54548002752636e-005 0 0
 520.192939036 1.82485328558055e-005 0 0
 523.582507301 -2.26889858776523e-005 0 0
 526.971944688 -3.84914578895848e-006 0 0
 530.361239665 2.79771274394378e-006 0 0
 533.7503807 -9.94110117875783e-008 0 0
 537.139356261 9.27653042023078e-005 0 0
 540.528154816 -2.21111079284734e-006 0 0
 543.916764833 8.19887050737551e-005 0 0
 547.30517478 -5.51998723945601e-006 0 0
 550.693373125 5.20067099879891e-005 0 0
 554.081348336 2.3459668858106e-005 0 0
 557.469088881 4.06402053902915e-005 0 0
 560.856583228 8.52673242631078e-005 0 0
 564.243819845 1.53987346739899e-005 0 0
 567.6307872 0.000149728438537253 0 0
 571.017473761 7.20486228266092e-005 0 0
 574.403867996 9.30260648163524e-005 0 0
 577.789958373 6.21406044658831e-005 0 0
 581.17573336 -5.95191166788316e-006 0 0
 584.561181425 3.99406144691294e-005 0 0
 587.946291036 7.70639409653227e-005 0 0
 591.331050661 0.000133341335850723 0 0
 594.715448768 0.000119939897129757 0 0
 598.099473825 4.46760855454031e-005 0 0
 601.4831143 8.65432943897219e-006 0 0
 604.866358661 7.20835747338171e-005 0 0
 608.249195376 0.000126675907633602 0 0
 611.631612913 2.47627231751086e-005 0 0
 615.01359974 -5.50682380680876e-005 0 0
 618.395144325 7.79318141216215e-006 0 0
 621.776235136 7.79191348626678e-005 0 0
 625.156860641 6.9911702175143e-007 0 0
 628.537009308 2.42451776549258e-005 0 0
 631.916669605 -6.20012835875314e-006 0 0
