
#TBID:2021-02-28 00:00:00;SAM_84CE;RAW;

[Spectrum]
Version            = 1
IDData             = 96B1_2021-02-28_00-00-00_000_149
IDDevice           = SAM_84CE
IDDataType         = SPECTRUM
IDDataTypeSub1     = RAW
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-02-28 00:00:00
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_84CE
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2015-08-21_11-56-43_233_004
IDDataCal = DLAB_2015-08-26_10-05-37_585_478
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $f0 $05 Error counts
Unit4 = $f1 $00 Status 
p999 = 214
[END] of [Attributes]
[DATA]
 0 11 0 0
 1 1175 0 0
 2 1161 0 0
 3 1168 0 0
 4 1177 0 0
 5 1175 0 0
 6 1167 0 0
 7 1174 0 0
 8 1175 0 0
 9 1181 0 0
 10 1178 0 0
 11 1180 0 0
 12 1176 0 0
 13 1176 0 0
 14 1181 0 0
 15 1171 0 0
 16 1181 0 0
 17 1178 0 0
 18 1179 0 0
 19 1176 0 0
 20 1180 0 0
 21 1182 0 0
 22 1176 0 0
 23 1186 0 0
 24 1177 0 0
 25 1184 0 0
 26 1186 0 0
 27 1182 0 0
 28 1178 0 0
 29 1185 0 0
 30 1185 0 0
 31 1195 0 0
 32 1188 0 0
 33 1181 0 0
 34 1192 0 0
 35 1187 0 0
 36 1193 0 0
 37 1190 0 0
 38 1196 0 0
 39 1198 0 0
 40 1196 0 0
 41 1196 0 0
 42 1197 0 0
 43 1201 0 0
 44 1196 0 0
 45 1200 0 0
 46 1202 0 0
 47 1205 0 0
 48 1202 0 0
 49 1200 0 0
 50 1201 0 0
 51 1202 0 0
 52 1195 0 0
 53 1203 0 0
 54 1199 0 0
 55 1194 0 0
 56 1197 0 0
 57 1200 0 0
 58 1202 0 0
 59 1200 0 0
 60 1193 0 0
 61 1202 0 0
 62 1195 0 0
 63 1198 0 0
 64 1196 0 0
 65 1198 0 0
 66 1212 0 0
 67 1206 0 0
 68 1201 0 0
 69 1206 0 0
 70 1199 0 0
 71 1204 0 0
 72 1203 0 0
 73 1205 0 0
 74 1206 0 0
 75 1206 0 0
 76 1208 0 0
 77 1210 0 0
 78 1202 0 0
 79 1205 0 0
 80 1208 0 0
 81 1203 0 0
 82 1203 0 0
 83 1201 0 0
 84 1202 0 0
 85 1200 0 0
 86 1198 0 0
 87 1206 0 0
 88 1203 0 0
 89 1198 0 0
 90 1208 0 0
 91 1202 0 0
 92 1202 0 0
 93 1208 0 0
 94 1200 0 0
 95 1197 0 0
 96 1198 0 0
 97 1197 0 0
 98 1202 0 0
 99 1200 0 0
 100 1195 0 0
 101 1198 0 0
 102 1198 0 0
 103 1195 0 0
 104 1191 0 0
 105 1194 0 0
 106 1201 0 0
 107 1191 0 0
 108 1196 0 0
 109 1198 0 0
 110 1197 0 0
 111 1198 0 0
 112 1191 0 0
 113 1193 0 0
 114 1191 0 0
 115 1188 0 0
 116 1189 0 0
 117 1194 0 0
 118 1197 0 0
 119 1199 0 0
 120 1196 0 0
 121 1191 0 0
 122 1192 0 0
 123 1192 0 0
 124 1194 0 0
 125 1194 0 0
 126 1193 0 0
 127 1191 0 0
 128 1195 0 0
 129 1193 0 0
 130 1191 0 0
 131 1192 0 0
 132 1191 0 0
 133 1193 0 0
 134 1188 0 0
 135 1190 0 0
 136 1186 0 0
 137 1190 0 0
 138 1183 0 0
 139 1189 0 0
 140 1188 0 0
 141 1189 0 0
 142 1186 0 0
 143 1188 0 0
 144 1190 0 0
 145 1187 0 0
 146 1189 0 0
 147 1188 0 0
 148 1184 0 0
 149 1187 0 0
 150 1184 0 0
 151 1182 0 0
 152 1177 0 0
 153 1184 0 0
 154 1181 0 0
 155 1188 0 0
 156 1182 0 0
 157 1182 0 0
 158 1183 0 0
 159 1188 0 0
 160 1185 0 0
 161 1181 0 0
 162 1180 0 0
 163 1184 0 0
 164 1184 0 0
 165 1183 0 0
 166 1182 0 0
 167 1180 0 0
 168 1184 0 0
 169 1179 0 0
 170 1176 0 0
 171 1182 0 0
 172 1181 0 0
 173 1180 0 0
 174 1181 0 0
 175 1176 0 0
 176 1182 0 0
 177 1178 0 0
 178 1179 0 0
 179 1176 0 0
 180 1179 0 0
 181 1179 0 0
 182 1178 0 0
 183 1174 0 0
 184 1179 0 0
 185 1176 0 0
 186 1177 0 0
 187 1177 0 0
 188 1176 0 0
 189 1178 0 0
 190 1175 0 0
 191 1172 0 0
 192 1178 0 0
 193 1180 0 0
 194 1173 0 0
 195 1177 0 0
 196 1173 0 0
 197 1176 0 0
 198 1176 0 0
 199 1178 0 0
 200 1176 0 0
 201 1169 0 0
 202 1175 0 0
 203 1178 0 0
 204 1174 0 0
 205 1175 0 0
 206 1178 0 0
 207 1177 0 0
 208 1173 0 0
 209 1174 0 0
 210 1177 0 0
 211 1173 0 0
 212 1182 0 0
 213 1179 0 0
 214 1177 0 0
 215 1178 0 0
 216 1180 0 0
 217 1174 0 0
 218 1173 0 0
