
#TBID:2021-05-19 02:30:00;SAM_84C8;CALIBRATED;

[Spectrum]
Version            = 1
IDData             = 96B1_2021-05-19_02-30-00_000_586
IDDevice           = SAM_84C8
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-05-19 02:30:00
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_84C8
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2015-08-21_12-14-03_013_778
IDDataCal = DLAB_2015-08-24_11-04-47_772_747
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $03 Intensity mW/(m^2 nm Sr)
Unit3 = $f0 $03 Error mW/(m^2 nm Sr)
Unit4 = $f1 $00 Status 
p999 = 457
[END] of [Attributes]
[DATA]
 0 11 0 0
 303.516048156 0 0 0
 306.890006053 0 0 0
 310.26457112 0 0 0
 313.639731825 0 0 0
 317.015476636 -0.000797813984589359 0 0
 320.391794021 -0.000535971197066358 0 0
 323.768672448 -0.000525137783813932 0 0
 327.146100385 -0.000527356017659037 0 0
 330.5240663 -0.00041958522365269 0 0
 333.902558661 -0.000324807185196143 0 0
 337.281565936 -0.000534487787308168 0 0
 340.661076593 -0.000369479807439953 0 0
 344.0410791 -0.000229313649342731 0 0
 347.421561925 -0.000191667884622725 0 0
 350.802513536 -0.000267987335586638 0 0
 354.183922401 -8.47029577794215e-005 0 0
 357.565776988 -0.000205385285923605 0 0
 360.948065765 -0.000108835135405307 0 0
 364.3307772 -8.00840456798673e-005 0 0
 367.713899761 -0.000160746163788845 0 0
 371.097421916 -0.000101245145950144 0 0
 374.481332133 -0.000174818087925187 0 0
 377.86561888 -5.25540916496519e-005 0 0
 381.250270625 -0.000149218282630026 0 0
 384.635275836 -8.29340659975396e-005 0 0
 388.020622981 2.66076611214743e-005 0 0
 391.406300528 -3.32138819249578e-005 0 0
 394.792296945 -0.000131640858989431 0 0
 398.1786007 -0.000101985206166342 0 0
 401.565200261 3.41492022147638e-006 0 0
 404.952084096 -1.57403686904667e-005 0 0
 408.339240673 -0.000120089632439432 0 0
 411.72665846 7.53129063976782e-006 0 0
 415.114325925 -1.81162006360211e-005 0 0
 418.502231536 -2.20493213358748e-005 0 0
 421.890363761 -5.62939824238917e-005 0 0
 425.278711068 -9.49291705170329e-005 0 0
 428.667261925 -2.42492184775384e-005 0 0
 432.0560048 3.88155574135402e-006 0 0
 435.444928161 1.79610205037568e-005 0 0
 438.834020476 -4.63287918315677e-005 0 0
 442.223270213 -8.69137544904867e-005 0 0
 445.61266584 -5.54057783328353e-006 0 0
 449.002195825 8.17567269727824e-006 0 0
 452.391848636 -4.87347134848779e-005 0 0
 455.781612741 -3.831950254518e-005 0 0
 459.171476608 -5.32704558986037e-005 0 0
 462.561428705 -4.82933167742566e-005 0 0
 465.9514575 1.78850764398189e-005 0 0
 469.341551461 -2.0806298367651e-005 0 0
 472.731699056 1.75811030142802e-005 0 0
 476.121888753 -1.40228451591649e-005 0 0
 479.51210902 -6.86520428831714e-006 0 0
 482.902348325 2.48792478683394e-005 0 0
 486.292595136 -7.27670738890805e-005 0 0
 489.682837921 -1.47187216616269e-005 0 0
 493.073065148 -1.34909162998928e-005 0 0
 496.463265285 -3.17941421274952e-005 0 0
 499.8534268 5.29075297057488e-007 0 0
 503.243538161 1.74506761891754e-005 0 0
 506.633587836 -8.4357296816216e-005 0 0
 510.023564293 -6.68801844156997e-005 0 0
 513.413456 -5.26888757037746e-006 0 0
 516.803251425 2.72456015174279e-005 0 0
 520.192939036 4.40164388966189e-005 0 0
 523.582507301 2.3683415829371e-006 0 0
 526.971944688 -1.60428659641784e-005 0 0
 530.361239665 -9.12290982591106e-006 0 0
 533.7503807 -9.94110117849168e-008 0 0
 537.139356261 -3.42756801731197e-005 0 0
 540.528154816 -1.36643492829461e-005 0 0
 543.916764833 -8.90108075159933e-005 0 0
 547.30517478 -5.10617561696709e-005 0 0
 550.693373125 -5.06783380495876e-005 0 0
 554.081348336 -2.23813201829781e-005 0 0
 557.469088881 1.75512077145821e-005 0 0
 560.856583228 -8.09871695410332e-006 0 0
 564.243819845 3.56586904225659e-006 0 0
 567.6307872 5.35304398482211e-005 0 0
 571.017473761 2.3053015699696e-005 0 0
 574.403867996 5.55707213780431e-005 0 0
 577.789958373 -1.57345128131666e-006 0 0
 581.17573336 2.00795965687585e-005 0 0
 584.561181425 2.66279532064458e-005 0 0
 587.946291036 6.34358539985022e-005 0 0
 591.331050661 7.68050955891912e-006 0 0
 594.715448768 4.84038965068351e-005 0 0
 598.099473825 3.00126866406055e-005 0 0
 601.4831143 -3.64587035066013e-005 0 0
 604.866358661 1.05469830329785e-005 0 0
 608.249195376 4.84625187927045e-005 0 0
 611.631612913 8.99676420166612e-006 0 0
 615.01359974 5.58174830035797e-005 0 0
 618.395144325 2.37513693925362e-005 0 0
 621.776235136 4.56858710071123e-005 0 0
 625.156860641 -4.83156323670183e-005 0 0
 628.537009308 7.43023482501247e-005 0 0
 631.916669605 9.66869709296069e-005 0 0
