
#TBID:2021-07-21 02:30:00;SAM_84CE;CALIBRATED;

[Spectrum]
Version            = 1
IDData             = 96B1_2021-07-21_02-30-00_000_136
IDDevice           = SAM_84CE
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-07-21 02:30:00
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_84CE
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2015-08-21_11-56-43_233_004
IDDataCal = DLAB_2015-08-26_10-05-37_585_478
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $06 Intensity mW/(m^2 nm)
Unit3 = $f0 $06 Error mW/(m^2 nm)
Unit4 = $f1 $00 Status 
p999 = 512
[END] of [Attributes]
[DATA]
 0 11 0 0
 303.485180022 0 0 0
 306.85638880275 0 0 0
 310.228324544 0 0 0
 313.60097308125 0 0 0
 316.97432025 -0.0119704920716817 0 0
 320.34835188575 -0.00872050232556605 0 0
 323.723053824 -0.00784818106296715 0 0
 327.09841190025 -0.00564223263200359 0 0
 330.47441195 -0.00564601842183362 0 0
 333.85103980875 -0.00557097683730469 0 0
 337.228281312 -0.00479601219021712 0 0
 340.60612229525 -0.00327062392899963 0 0
 343.984548594 -0.00353108718010291 0 0
 347.36354604375 -0.0041088443149807 0 0
 350.74310048 -0.00273353839527086 0 0
 354.12319773825 -0.00269672756392074 0 0
 357.503823654 -0.00164137317499504 0 0
 360.88496406275 -0.00205140598040176 0 0
 364.2666048 -0.00179674011857441 0 0
 367.64873170125 -0.00225695331618287 0 0
 371.031330602 -2.56066723921607e-005 0 0
 374.41438733775 -0.0001671264617072 0 0
 377.797887744 -0.00262069887271198 0 0
 381.18181765625 -0.000802362302518903 0 0
 384.56616291 -0.000251103780232864 0 0
 387.95090934075 -0.000194157439636921 0 0
 391.336042784 -0.000292972873949262 0 0
 394.72154907525 0.000114655393679005 0 0
 398.10741405 -0.000172515944361157 0 0
 401.49362354375 0.000464784095216678 0 0
 404.880163392 -0.000500334877516729 0 0
 408.26701943025 -0.000701337756144487 0 0
 411.654177494 0.000538599427801039 0 0
 415.04162341875 -0.00013696888498137 0 0
 418.42934304 0.000191799314246921 0 0
 421.81732219325 5.06447665565812e-005 0 0
 425.205546714 0.000294555952581767 0 0
 428.59400243775 -0.000401886043451367 0 0
 431.9826752 0.000160309202957828 0 0
 435.37155083625 0.0006317996011616 0 0
 438.760615182 5.40586713932544e-005 0 0
 442.14985407275 0.000238105706666656 0 0
 445.539253344 0.000543955427458884 0 0
 448.92879883125 0.000572338900642374 0 0
 452.31847637 -4.86138461761058e-005 0 0
 455.70827179575 -0.000155804905564771 0 0
 459.098170944 -7.1427785015025e-005 0 0
 462.48815965025 -1.88346586890255e-006 0 0
 465.87822375 0.000157710439582212 0 0
 469.26834907875 2.10546773742209e-005 0 0
 472.658521472 0.000387874629414271 0 0
 476.04872676525 0.00145806932883458 0 0
 479.438950794 0.000723204491742023 0 0
 482.82917939375 -4.43472655891672e-005 0 0
 486.2193984 0.00117259506312983 0 0
 489.60959364825 0.000168297294155513 0 0
 492.999750974 0.000767481846061373 0 0
 496.38985621275 0.000663485321184418 0 0
 499.7798952 -0.000143514547133427 0 0
 503.16985377125 0.000310775549579808 0 0
 506.559717762 0.000625005159096252 0 0
 509.94947300775 -0.000127067221271719 0 0
 513.339105344 0.000265615729926757 0 0
 516.72860060625 -0.000205871381924214 0 0
 520.11794463 0.000690181079314916 0 0
 523.50712325075 0.000164923637685644 0 0
 526.896122304 0.000356983267632067 0 0
 530.28492762525 0.000566279811440163 0 0
 533.67352505 0.00105165502717677 0 0
 537.06190041375 0.00139908833178123 0 0
 540.450039552 0.000769098028592119 0 0
 543.83792830025 0.000274966823923399 0 0
 547.225552494 0.00047792205646911 0 0
 550.61289796875 0.000582487021403721 0 0
 553.99995056 0.000578625611391248 0 0
 557.38669610325 -8.64777901500895e-005 0 0
 560.773120434 0.000421902185787616 0 0
 564.15920938775 0.000909921760795021 0 0
 567.5449488 0.00117189628012812 0 0
 570.93032450625 0.00101492498076875 0 0
 574.315322342 0.000695929375521002 0 0
 577.69992814275 0.000860440973255719 0 0
 581.084127744 0.000660730369538582 0 0
 584.46790698125 0.00156884470645277 0 0
 587.85125169 0.001347120757612 0 0
 591.23414770575 0.000338869266475029 0 0
 594.616580864 0.000577779201672078 0 0
 597.99853700025 0.00134907611534282 0 0
 601.38000195 0.00105381210150636 0 0
 604.76096154875 0.000135854447659495 0 0
 608.141401632 0.000491485096316546 0 0
 611.52130803525 0.000600551454912362 0 0
 614.900666594 0.000130636286738745 0 0
 618.27946314375 0.00159665908840121 0 0
 621.65768352 0.000946551068574093 0 0
 625.03531355825 0.000323883493257795 0 0
 628.412339094 0.000978507897757727 0 0
 631.78874596275 0.000375769741710539 0 0
 635.16452 0.00100702838538428 0 0
 638.53964704125 0.000678443550699628 0 0
 641.914112922 0.00162015084694464 0 0
 645.28790347775 0.00163720454926535 0 0
 648.661004544 0.00116765416017243 0 0
