
#TBID:2021-11-11 00:30:00;SAM_84DC;RAW;

[Spectrum]
Version            = 1
IDData             = 96B1_2021-11-11_00-30-00_000_112
IDDevice           = SAM_84DC
IDDataType         = SPECTRUM
IDDataTypeSub1     = RAW
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-11-11 00:30:00
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_84DC
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2015-08-21_13-19-54_137_939
IDDataCal = DLAB_2015-08-24_10-46-55_592_608
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $f0 $05 Error counts
Unit4 = $f1 $00 Status 
p999 = 1710
[END] of [Attributes]
[DATA]
 0 11 0 0
 1 1218 0 0
 2 1202 0 0
 3 1214 0 0
 4 1222 0 0
 5 1212 0 0
 6 1209 0 0
 7 1221 0 0
 8 1219 0 0
 9 1218 0 0
 10 1213 0 0
 11 1219 0 0
 12 1212 0 0
 13 1217 0 0
 14 1217 0 0
 15 1214 0 0
 16 1220 0 0
 17 1216 0 0
 18 1214 0 0
 19 1215 0 0
 20 1213 0 0
 21 1217 0 0
 22 1214 0 0
 23 1215 0 0
 24 1217 0 0
 25 1213 0 0
 26 1215 0 0
 27 1216 0 0
 28 1208 0 0
 29 1215 0 0
 30 1210 0 0
 31 1216 0 0
 32 1217 0 0
 33 1210 0 0
 34 1218 0 0
 35 1211 0 0
 36 1212 0 0
 37 1215 0 0
 38 1211 0 0
 39 1210 0 0
 40 1220 0 0
 41 1214 0 0
 42 1213 0 0
 43 1210 0 0
 44 1214 0 0
 45 1212 0 0
 46 1214 0 0
 47 1213 0 0
 48 1209 0 0
 49 1212 0 0
 50 1211 0 0
 51 1210 0 0
 52 1208 0 0
 53 1211 0 0
 54 1212 0 0
 55 1212 0 0
 56 1210 0 0
 57 1210 0 0
 58 1204 0 0
 59 1214 0 0
 60 1214 0 0
 61 1213 0 0
 62 1209 0 0
 63 1210 0 0
 64 1207 0 0
 65 1214 0 0
 66 1204 0 0
 67 1207 0 0
 68 1209 0 0
 69 1206 0 0
 70 1206 0 0
 71 1214 0 0
 72 1205 0 0
 73 1207 0 0
 74 1212 0 0
 75 1206 0 0
 76 1205 0 0
 77 1207 0 0
 78 1203 0 0
 79 1210 0 0
 80 1203 0 0
 81 1211 0 0
 82 1206 0 0
 83 1207 0 0
 84 1206 0 0
 85 1211 0 0
 86 1205 0 0
 87 1206 0 0
 88 1201 0 0
 89 1208 0 0
 90 1204 0 0
 91 1201 0 0
 92 1202 0 0
 93 1202 0 0
 94 1206 0 0
 95 1208 0 0
 96 1204 0 0
 97 1204 0 0
 98 1200 0 0
 99 1201 0 0
 100 1203 0 0
 101 1202 0 0
 102 1199 0 0
 103 1201 0 0
 104 1202 0 0
 105 1202 0 0
 106 1205 0 0
 107 1203 0 0
 108 1201 0 0
 109 1201 0 0
 110 1199 0 0
 111 1204 0 0
 112 1194 0 0
 113 1201 0 0
 114 1202 0 0
 115 1209 0 0
 116 1198 0 0
 117 1198 0 0
 118 1196 0 0
 119 1201 0 0
 120 1200 0 0
 121 1208 0 0
 122 1199 0 0
 123 1200 0 0
 124 1199 0 0
 125 1195 0 0
 126 1200 0 0
 127 1198 0 0
 128 1197 0 0
 129 1199 0 0
 130 1201 0 0
 131 1195 0 0
 132 1194 0 0
 133 1203 0 0
 134 1191 0 0
 135 1204 0 0
 136 1189 0 0
 137 1197 0 0
 138 1190 0 0
 139 1195 0 0
 140 1200 0 0
 141 1202 0 0
 142 1193 0 0
 143 1200 0 0
 144 1198 0 0
 145 1195 0 0
 146 1190 0 0
 147 1193 0 0
 148 1194 0 0
 149 1196 0 0
 150 1198 0 0
 151 1196 0 0
 152 1195 0 0
 153 1199 0 0
 154 1196 0 0
 155 1198 0 0
 156 1195 0 0
 157 1196 0 0
 158 1192 0 0
 159 1201 0 0
 160 1194 0 0
 161 1192 0 0
 162 1192 0 0
 163 1189 0 0
 164 1192 0 0
 165 1192 0 0
 166 1195 0 0
 167 1192 0 0
 168 1189 0 0
 169 1195 0 0
 170 1193 0 0
 171 1198 0 0
 172 1189 0 0
 173 1194 0 0
 174 1199 0 0
 175 1201 0 0
 176 1193 0 0
 177 1195 0 0
 178 1192 0 0
 179 1194 0 0
 180 1191 0 0
 181 1196 0 0
 182 1194 0 0
 183 1192 0 0
 184 1192 0 0
 185 1197 0 0
 186 1187 0 0
 187 1193 0 0
 188 1188 0 0
 189 1186 0 0
 190 1194 0 0
 191 1193 0 0
 192 1188 0 0
 193 1191 0 0
 194 1190 0 0
 195 1191 0 0
 196 1190 0 0
 197 1191 0 0
 198 1187 0 0
 199 1190 0 0
 200 1191 0 0
 201 1193 0 0
 202 1193 0 0
 203 1194 0 0
 204 1193 0 0
 205 1187 0 0
 206 1190 0 0
 207 1190 0 0
 208 1185 0 0
 209 1189 0 0
 210 1186 0 0
 211 1191 0 0
 212 1191 0 0
 213 1187 0 0
 214 1188 0 0
 215 1189 0 0
 216 1188 0 0
 217 1188 0 0
