
#TBID:2021-09-08 03:30:00;SAM_84CE;RAW;

[Spectrum]
Version            = 1
IDData             = 96B1_2021-09-08_03-30-00_000_369
IDDevice           = SAM_84CE
IDDataType         = SPECTRUM
IDDataTypeSub1     = RAW
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-09-08 03:30:00
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_84CE
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2015-08-21_11-56-43_233_004
IDDataCal = DLAB_2015-08-26_10-05-37_585_478
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $f0 $05 Error counts
Unit4 = $f1 $00 Status 
p999 = 36
[END] of [Attributes]
[DATA]
 0 11 0 0
 1 1704 0 0
 2 1705 0 0
 3 1704 0 0
 4 1720 0 0
 5 1719 0 0
 6 1721 0 0
 7 1718 0 0
 8 1721 0 0
 9 1724 0 0
 10 1721 0 0
 11 1730 0 0
 12 1728 0 0
 13 1724 0 0
 14 1733 0 0
 15 1728 0 0
 16 1730 0 0
 17 1723 0 0
 18 1732 0 0
 19 1725 0 0
 20 1738 0 0
 21 1736 0 0
 22 1735 0 0
 23 1747 0 0
 24 1740 0 0
 25 1748 0 0
 26 1745 0 0
 27 1748 0 0
 28 1735 0 0
 29 1740 0 0
 30 1738 0 0
 31 1746 0 0
 32 1738 0 0
 33 1739 0 0
 34 1732 0 0
 35 1740 0 0
 36 1743 0 0
 37 1733 0 0
 38 1739 0 0
 39 1741 0 0
 40 1742 0 0
 41 1737 0 0
 42 1738 0 0
 43 1738 0 0
 44 1727 0 0
 45 1726 0 0
 46 1746 0 0
 47 1750 0 0
 48 1734 0 0
 49 1740 0 0
 50 1735 0 0
 51 1731 0 0
 52 1734 0 0
 53 1736 0 0
 54 1740 0 0
 55 1734 0 0
 56 1730 0 0
 57 1734 0 0
 58 1737 0 0
 59 1738 0 0
 60 1730 0 0
 61 1730 0 0
 62 1736 0 0
 63 1740 0 0
 64 1736 0 0
 65 1732 0 0
 66 1742 0 0
 67 1738 0 0
 68 1738 0 0
 69 1732 0 0
 70 1724 0 0
 71 1728 0 0
 72 1734 0 0
 73 1739 0 0
 74 1738 0 0
 75 1730 0 0
 76 1741 0 0
 77 1735 0 0
 78 1726 0 0
 79 1737 0 0
 80 1736 0 0
 81 1738 0 0
 82 1737 0 0
 83 1732 0 0
 84 1733 0 0
 85 1732 0 0
 86 1728 0 0
 87 1731 0 0
 88 1732 0 0
 89 1735 0 0
 90 1736 0 0
 91 1737 0 0
 92 1728 0 0
 93 1736 0 0
 94 1730 0 0
 95 1724 0 0
 96 1729 0 0
 97 1733 0 0
 98 1735 0 0
 99 1734 0 0
 100 1735 0 0
 101 1736 0 0
 102 1733 0 0
 103 1736 0 0
 104 1737 0 0
 105 1738 0 0
 106 1739 0 0
 107 1732 0 0
 108 1726 0 0
 109 1741 0 0
 110 1734 0 0
 111 1735 0 0
 112 1734 0 0
 113 1728 0 0
 114 1736 0 0
 115 1738 0 0
 116 1728 0 0
 117 1735 0 0
 118 1736 0 0
 119 1732 0 0
 120 1731 0 0
 121 1730 0 0
 122 1728 0 0
 123 1728 0 0
 124 1727 0 0
 125 1726 0 0
 126 1739 0 0
 127 1724 0 0
 128 1725 0 0
 129 1722 0 0
 130 1726 0 0
 131 1737 0 0
 132 1724 0 0
 133 1724 0 0
 134 1726 0 0
 135 1726 0 0
 136 1725 0 0
 137 1727 0 0
 138 1713 0 0
 139 1726 0 0
 140 1719 0 0
 141 1726 0 0
 142 1724 0 0
 143 1718 0 0
 144 1723 0 0
 145 1731 0 0
 146 1726 0 0
 147 1715 0 0
 148 1723 0 0
 149 1715 0 0
 150 1718 0 0
 151 1720 0 0
 152 1716 0 0
 153 1715 0 0
 154 1718 0 0
 155 1713 0 0
 156 1715 0 0
 157 1713 0 0
 158 1712 0 0
 159 1718 0 0
 160 1715 0 0
 161 1717 0 0
 162 1719 0 0
 163 1715 0 0
 164 1713 0 0
 165 1708 0 0
 166 1706 0 0
 167 1711 0 0
 168 1708 0 0
 169 1709 0 0
 170 1711 0 0
 171 1714 0 0
 172 1709 0 0
 173 1708 0 0
 174 1704 0 0
 175 1711 0 0
 176 1710 0 0
 177 1707 0 0
 178 1706 0 0
 179 1707 0 0
 180 1710 0 0
 181 1704 0 0
 182 1704 0 0
 183 1691 0 0
 184 1702 0 0
 185 1703 0 0
 186 1702 0 0
 187 1706 0 0
 188 1700 0 0
 189 1701 0 0
 190 1703 0 0
 191 1704 0 0
 192 1693 0 0
 193 1700 0 0
 194 1695 0 0
 195 1696 0 0
 196 1694 0 0
 197 1694 0 0
 198 1704 0 0
 199 1699 0 0
 200 1694 0 0
 201 1698 0 0
 202 1691 0 0
 203 1694 0 0
 204 1696 0 0
 205 1696 0 0
 206 1697 0 0
 207 1691 0 0
 208 1700 0 0
 209 1685 0 0
 210 1691 0 0
 211 1685 0 0
 212 1685 0 0
 213 1687 0 0
 214 1690 0 0
 215 1696 0 0
 216 1692 0 0
 217 1680 0 0
 218 1686 0 0
