
#TBID:2021-11-10 00:30:00;SAM_84DC;CALIBRATED;

[Spectrum]
Version            = 1
IDData             = 96B1_2021-11-10_00-30-00_000_633
IDDevice           = SAM_84DC
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-11-10 00:30:00
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_84DC
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2015-08-21_13-19-54_137_939
IDDataCal = DLAB_2015-08-24_10-46-55_592_608
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $03 Intensity mW/(m^2 nm Sr)
Unit3 = $f0 $03 Error mW/(m^2 nm Sr)
Unit4 = $f1 $00 Status 
p999 = 1662
[END] of [Attributes]
[DATA]
 0 11 0 0
 305.71650776488 0 0 0
 309.04007505697 0 0 0
 312.36416914304 0 0 0
 315.68877841375 0 0 0
 319.01389125976 0.000399701482895116 0 0
 322.33949607173 0.000581744194300495 0 0
 325.66558124032 0.000570986806045311 0 0
 328.99213515619 0.000413009999477478 0 0
 332.31914621 0.000193545810234445 0 0
 335.64660279241 0.000241173874916642 0 0
 338.97449329408 0.000182493266265938 0 0
 342.30280610567 0.0003719209325254 0 0
 345.63152961784 0.000373387502386098 0 0
 348.96065222125 8.8031614250149e-005 0 0
 352.29016230656 0.000295158080227274 0 0
 355.62004826443 0.000154946259563998 0 0
 358.95029848552 6.78003071590325e-006 0 0
 362.28090136049 0.0001493980080762 0 0
 365.61184528 0.000164744486259155 0 0
 368.94311863471 0.000181592576142494 0 0
 372.27470981528 0.000263532265823166 0 0
 375.60660721237 8.41793519510521e-005 0 0
 378.93879921664 0.000214960756277854 0 0
 382.27127421875 0.000238781943066937 0 0
 385.60402060936 0.000276868349308321 0 0
 388.93702677913 0.000103800972722639 0 0
 392.27028111872 0.000135653030807475 0 0
 395.60377201879 0.000202569882952693 0 0
 398.93748787 0.000310065145260287 0 0
 402.27141706301 0.000232801265567194 0 0
 405.60554798848 9.35863286693219e-005 0 0
 408.93986903707 0.000123425543567448 0 0
 412.27436859944 0.000167761010944448 0 0
 415.60903506625 8.73660324201093e-005 0 0
 418.94385682816 0.0001449133014063 0 0
 422.27882227583 4.5528964847846e-005 0 0
 425.61391979992 -2.33343302629051e-005 0 0
 428.94913779109 5.63026016947793e-005 0 0
 432.28446464 0.000158707791360676 0 0
 435.61988873731 -3.21106301136989e-006 0 0
 438.95539847368 7.79071552424668e-005 0 0
 442.29098223977 8.16390400534134e-005 0 0
 445.62662842624 3.61398365627231e-005 0 0
 448.96232542375 7.77605276720783e-005 0 0
 452.29806162296 4.95044083043609e-005 0 0
 455.63382541453 -4.18428848116213e-005 0 0
 458.96960518912 6.06099124117915e-006 0 0
 462.30538933739 8.32064866455843e-005 0 0
 465.64116625 7.65920039542001e-005 0 0
 468.97692431761 7.57254960523658e-005 0 0
 472.31265193088 0.000112255505789269 0 0
 475.64833748047 7.67955646814988e-005 0 0
 478.98396935704 6.24035792621169e-005 0 0
 482.31953595125 8.55959655046076e-005 0 0
 485.65502565376 8.23253771428416e-005 0 0
 488.99042685523 7.22528798270264e-005 0 0
 492.32572794632 -7.04765724824938e-005 0 0
 495.66091731769 -1.38756362788245e-005 0 0
 498.99598336 -7.26110046883279e-005 0 0
 502.33091446391 2.8296694094622e-005 0 0
 505.66569902008 5.24554088522282e-006 0 0
 509.00032541917 -1.24186719478966e-006 0 0
 512.33478205184 2.84216189847899e-005 0 0
 515.66905730875 1.3137042223727e-005 0 0
 519.00313958056 5.37568398810266e-005 0 0
 522.33701725793 6.2611758290858e-005 0 0
 525.67067873152 1.17845928080027e-005 0 0
 529.00411239199 2.64245231320373e-005 0 0
 532.33730663 2.36787110427317e-005 0 0
 535.67024983621 -4.79723636919342e-005 0 0
 539.00293040128 -2.01890023891183e-005 0 0
 542.33533671587 2.32815274391837e-005 0 0
 545.66745717064 -2.27780048908449e-005 0 0
 548.99928015625 -6.88352969898712e-006 0 0
 552.33079406336 2.22865223283356e-005 0 0
 555.66198728263 -5.87523609876416e-005 0 0
 558.99284820472 -7.72720573559823e-006 0 0
 562.32336522029 0.000110019417283226 0 0
 565.65352672 -5.29072365815342e-005 0 0
 568.98332109451 6.49054178850509e-005 0 0
 572.31273673448 -5.08029008327637e-005 0 0
 575.64176203057 2.230564868254e-005 0 0
 578.97038537344 0.000100331390184037 0 0
 582.29859515375 0.000120787480707196 0 0
 585.62637976216 -7.73572340825796e-005 0 0
 588.95372758933 -5.25976328301649e-006 0 0
 592.28062702592 -1.94048530375932e-005 0 0
 595.60706646259 6.97460000004545e-005 0 0
 598.93303429 -4.80700480346045e-005 0 0
 602.25851889881 2.12564379389729e-005 0 0
 605.58350867968 -2.899297066987e-005 0 0
 608.90799202327 -7.09885642646774e-005 0 0
 612.23195732024 -1.64747062990477e-005 0 0
 615.55539296125 -7.44102739832007e-005 0 0
 618.87828733696 -6.21398749584932e-005 0 0
 622.20062883803 -2.0413884420779e-005 0 0
