
#TBID:2021-12-09 00:30:00;SAM_84C8;RAW;

[Spectrum]
Version            = 1
IDData             = 96B1_2021-12-09_00-30-00_000_842
IDDevice           = SAM_84C8
IDDataType         = SPECTRUM
IDDataTypeSub1     = RAW
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-12-09 00:30:00
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_84C8
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2015-08-21_12-14-03_013_778
IDDataCal = DLAB_2015-08-24_11-04-47_772_747
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $f0 $05 Error counts
Unit4 = $f1 $00 Status 
p999 = 1283
[END] of [Attributes]
[DATA]
 0 11 0 0
 1 1162 0 0
 2 1145 0 0
 3 1156 0 0
 4 1161 0 0
 5 1154 0 0
 6 1157 0 0
 7 1157 0 0
 8 1155 0 0
 9 1152 0 0
 10 1155 0 0
 11 1160 0 0
 12 1156 0 0
 13 1157 0 0
 14 1155 0 0
 15 1156 0 0
 16 1157 0 0
 17 1155 0 0
 18 1156 0 0
 19 1157 0 0
 20 1156 0 0
 21 1158 0 0
 22 1160 0 0
 23 1158 0 0
 24 1160 0 0
 25 1162 0 0
 26 1155 0 0
 27 1154 0 0
 28 1158 0 0
 29 1162 0 0
 30 1161 0 0
 31 1164 0 0
 32 1159 0 0
 33 1163 0 0
 34 1160 0 0
 35 1159 0 0
 36 1157 0 0
 37 1164 0 0
 38 1160 0 0
 39 1163 0 0
 40 1162 0 0
 41 1165 0 0
 42 1157 0 0
 43 1156 0 0
 44 1166 0 0
 45 1168 0 0
 46 1158 0 0
 47 1162 0 0
 48 1162 0 0
 49 1166 0 0
 50 1158 0 0
 51 1167 0 0
 52 1164 0 0
 53 1166 0 0
 54 1156 0 0
 55 1165 0 0
 56 1164 0 0
 57 1162 0 0
 58 1162 0 0
 59 1162 0 0
 60 1164 0 0
 61 1169 0 0
 62 1164 0 0
 63 1164 0 0
 64 1160 0 0
 65 1162 0 0
 66 1160 0 0
 67 1167 0 0
 68 1171 0 0
 69 1164 0 0
 70 1166 0 0
 71 1167 0 0
 72 1166 0 0
 73 1165 0 0
 74 1163 0 0
 75 1168 0 0
 76 1166 0 0
 77 1167 0 0
 78 1169 0 0
 79 1169 0 0
 80 1167 0 0
 81 1164 0 0
 82 1169 0 0
 83 1170 0 0
 84 1165 0 0
 85 1168 0 0
 86 1160 0 0
 87 1170 0 0
 88 1166 0 0
 89 1168 0 0
 90 1165 0 0
 91 1168 0 0
 92 1166 0 0
 93 1163 0 0
 94 1168 0 0
 95 1162 0 0
 96 1169 0 0
 97 1171 0 0
 98 1164 0 0
 99 1162 0 0
 100 1167 0 0
 101 1173 0 0
 102 1166 0 0
 103 1168 0 0
 104 1167 0 0
 105 1170 0 0
 106 1170 0 0
 107 1164 0 0
 108 1168 0 0
 109 1170 0 0
 110 1170 0 0
 111 1173 0 0
 112 1171 0 0
 113 1169 0 0
 114 1168 0 0
 115 1171 0 0
 116 1170 0 0
 117 1171 0 0
 118 1169 0 0
 119 1170 0 0
 120 1168 0 0
 121 1169 0 0
 122 1163 0 0
 123 1170 0 0
 124 1163 0 0
 125 1168 0 0
 126 1169 0 0
 127 1173 0 0
 128 1169 0 0
 129 1168 0 0
 130 1166 0 0
 131 1168 0 0
 132 1167 0 0
 133 1198 0 0
 134 1163 0 0
 135 1165 0 0
 136 1169 0 0
 137 1173 0 0
 138 1170 0 0
 139 1176 0 0
 140 1167 0 0
 141 1169 0 0
 142 1175 0 0
 143 1168 0 0
 144 1168 0 0
 145 1169 0 0
 146 1169 0 0
 147 1168 0 0
 148 1174 0 0
 149 1168 0 0
 150 1170 0 0
 151 1170 0 0
 152 1172 0 0
 153 1169 0 0
 154 1165 0 0
 155 1171 0 0
 156 1170 0 0
 157 1169 0 0
 158 1170 0 0
 159 1169 0 0
 160 1168 0 0
 161 1172 0 0
 162 1166 0 0
 163 1166 0 0
 164 1166 0 0
 165 1172 0 0
 166 1171 0 0
 167 1168 0 0
 168 1164 0 0
 169 1170 0 0
 170 1171 0 0
 171 1169 0 0
 172 1169 0 0
 173 1163 0 0
 174 1166 0 0
 175 1172 0 0
 176 1171 0 0
 177 1167 0 0
 178 1164 0 0
 179 1172 0 0
 180 1170 0 0
 181 1167 0 0
 182 1167 0 0
 183 1168 0 0
 184 1162 0 0
 185 1171 0 0
 186 1168 0 0
 187 1170 0 0
 188 1168 0 0
 189 1168 0 0
 190 1164 0 0
 191 1170 0 0
 192 1166 0 0
 193 1165 0 0
 194 1165 0 0
 195 1169 0 0
 196 1164 0 0
 197 1163 0 0
 198 1166 0 0
 199 1171 0 0
 200 1168 0 0
 201 1164 0 0
 202 1163 0 0
 203 1171 0 0
 204 1171 0 0
 205 1168 0 0
 206 1170 0 0
 207 1170 0 0
 208 1165 0 0
 209 1166 0 0
 210 1166 0 0
 211 1165 0 0
 212 1160 0 0
 213 1172 0 0
 214 1168 0 0
 215 1169 0 0
 216 1159 0 0
 217 1166 0 0
