
#TBID:2021-06-28 03:30:00;SAM_84DC;RAW;

[Spectrum]
Version            = 1
IDData             = 96B1_2021-06-28_03-30-00_000_909
IDDevice           = SAM_84DC
IDDataType         = SPECTRUM
IDDataTypeSub1     = RAW
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-06-28 03:30:00
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_84DC
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2015-08-21_13-19-54_137_939
IDDataCal = DLAB_2015-08-24_10-46-55_592_608
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $f0 $05 Error counts
Unit4 = $f1 $00 Status 
p999 = 590
[END] of [Attributes]
[DATA]
 0 11 0 0
 1 1616 0 0
 2 1603 0 0
 3 1618 0 0
 4 1627 0 0
 5 1621 0 0
 6 1614 0 0
 7 1624 0 0
 8 1628 0 0
 9 1627 0 0
 10 1626 0 0
 11 1626 0 0
 12 1629 0 0
 13 1626 0 0
 14 1633 0 0
 15 1623 0 0
 16 1628 0 0
 17 1633 0 0
 18 1631 0 0
 19 1630 0 0
 20 1632 0 0
 21 1632 0 0
 22 1639 0 0
 23 1643 0 0
 24 1637 0 0
 25 1637 0 0
 26 1638 0 0
 27 1642 0 0
 28 1635 0 0
 29 1640 0 0
 30 1632 0 0
 31 1644 0 0
 32 1641 0 0
 33 1640 0 0
 34 1643 0 0
 35 1641 0 0
 36 1648 0 0
 37 1640 0 0
 38 1639 0 0
 39 1640 0 0
 40 1647 0 0
 41 1645 0 0
 42 1642 0 0
 43 1640 0 0
 44 1648 0 0
 45 1649 0 0
 46 1644 0 0
 47 1643 0 0
 48 1644 0 0
 49 1646 0 0
 50 1640 0 0
 51 1642 0 0
 52 1637 0 0
 53 1640 0 0
 54 1640 0 0
 55 1641 0 0
 56 1643 0 0
 57 1647 0 0
 58 1640 0 0
 59 1650 0 0
 60 1645 0 0
 61 1648 0 0
 62 1641 0 0
 63 1641 0 0
 64 1647 0 0
 65 1643 0 0
 66 1632 0 0
 67 1643 0 0
 68 1643 0 0
 69 1648 0 0
 70 1647 0 0
 71 1650 0 0
 72 1646 0 0
 73 1645 0 0
 74 1647 0 0
 75 1641 0 0
 76 1645 0 0
 77 1647 0 0
 78 1637 0 0
 79 1647 0 0
 80 1642 0 0
 81 1652 0 0
 82 1645 0 0
 83 1642 0 0
 84 1642 0 0
 85 1650 0 0
 86 1643 0 0
 87 1645 0 0
 88 1640 0 0
 89 1639 0 0
 90 1634 0 0
 91 1643 0 0
 92 1634 0 0
 93 1636 0 0
 94 1639 0 0
 95 1647 0 0
 96 1637 0 0
 97 1641 0 0
 98 1634 0 0
 99 1641 0 0
 100 1645 0 0
 101 1639 0 0
 102 1634 0 0
 103 1643 0 0
 104 1644 0 0
 105 1647 0 0
 106 1642 0 0
 107 1654 0 0
 108 1645 0 0
 109 1646 0 0
 110 1650 0 0
 111 1651 0 0
 112 1646 0 0
 113 1644 0 0
 114 1643 0 0
 115 1647 0 0
 116 1643 0 0
 117 1641 0 0
 118 1641 0 0
 119 1641 0 0
 120 1639 0 0
 121 1650 0 0
 122 1642 0 0
 123 1649 0 0
 124 1648 0 0
 125 1643 0 0
 126 1644 0 0
 127 1650 0 0
 128 1643 0 0
 129 1644 0 0
 130 1648 0 0
 131 1645 0 0
 132 1649 0 0
 133 1648 0 0
 134 1650 0 0
 135 1646 0 0
 136 1644 0 0
 137 1650 0 0
 138 1644 0 0
 139 1647 0 0
 140 1643 0 0
 141 1650 0 0
 142 1644 0 0
 143 1653 0 0
 144 1647 0 0
 145 1642 0 0
 146 1642 0 0
 147 1646 0 0
 148 1650 0 0
 149 1644 0 0
 150 1647 0 0
 151 1644 0 0
 152 1647 0 0
 153 1649 0 0
 154 1645 0 0
 155 1648 0 0
 156 1642 0 0
 157 1653 0 0
 158 1644 0 0
 159 1647 0 0
 160 1646 0 0
 161 1639 0 0
 162 1639 0 0
 163 1645 0 0
 164 1645 0 0
 165 1644 0 0
 166 1650 0 0
 167 1648 0 0
 168 1646 0 0
 169 1648 0 0
 170 1648 0 0
 171 1646 0 0
 172 1638 0 0
 173 1648 0 0
 174 1651 0 0
 175 1649 0 0
 176 1648 0 0
 177 1642 0 0
 178 1643 0 0
 179 1644 0 0
 180 1646 0 0
 181 1646 0 0
 182 1650 0 0
 183 1645 0 0
 184 1647 0 0
 185 1648 0 0
 186 1649 0 0
 187 1646 0 0
 188 1641 0 0
 189 1645 0 0
 190 1642 0 0
 191 1646 0 0
 192 1656 0 0
 193 1649 0 0
 194 1649 0 0
 195 1645 0 0
 196 1654 0 0
 197 1645 0 0
 198 1641 0 0
 199 1654 0 0
 200 1648 0 0
 201 1651 0 0
 202 1644 0 0
 203 1659 0 0
 204 1651 0 0
 205 1653 0 0
 206 1657 0 0
 207 1652 0 0
 208 1643 0 0
 209 1656 0 0
 210 1646 0 0
 211 1653 0 0
 212 1644 0 0
 213 1643 0 0
 214 1644 0 0
 215 1651 0 0
 216 1651 0 0
 217 1654 0 0
 218 1650 0 0
