ID;Year;Doy;PC_D;PC_SY;PC_S;PC_RV;PC_H1;PC_H1b;PC_H3;PC_W;PC_L;Chla_NDCI;Chla_G08;PC_Lu;PC_Br1;PC_Br2;PC_Br3;chla_OC4Me;CHL_m;CHL2D_m;CHL2C_m;CHL_P;CHL2_P;NDCI
2021002;2021;2.5;-4.8952121746864e-05;-0.5631727479663986;44.44323546847265;-27.011137070967013;-0.05410273417614455;-0.05068965233323282;0.013394501281951509;-0.000651558562548326;-5.850665646172186;12.049917134442076;22.626581185281477;-0.00018263883444568437;0.9518505745276135;0.9207734126780848;0.9168445038655622;4.979129165845813;19.79251963903559;64.94953904454275;24.51681835754547;13.200458273421752;10.87204320416526;-0.024446594402346433
2021002;2021;2.5208;-4.329350039941442e-05;-1.9803316796392405;43.52412832930607;-26.83076739936776;-0.053943977151667606;-0.055061297358318086;0.013912116684058513;-0.0006377078942660247;-5.561193905339602;12.285061093853765;22.243583390182703;-0.00017729480900497536;0.9493885221087972;0.9124270018234565;0.9088100516641199;4.834266560653264;19.291068168977066;64.13389633502175;24.45316163986079;12.825300887395146;10.556771720344607;-0.021400912406596227
2021002;2021;2.5417;-5.5034445154301254e-05;-3.959518949467287;43.14759144876238;-27.0793287190212;-0.055028625598763196;-0.057057433507749056;0.014056759541583051;-0.0006452711263466832;-5.906217991449905;12.365927386704174;22.16258777506873;-0.00018464550095090054;0.9467031088362234;0.9099797099053649;0.9058105981334678;4.703638324068632;19.317166086327873;64.17634625748062;24.456470557049194;12.844844617998142;10.602980405640908;-0.020364151822312358
2021002;2021;2.5625;-4.420018489799393e-05;-3.6897428895403825;42.77248834453234;-26.87921575536342;-0.0534691254557999;-0.05785131475207352;0.014394499562388469;-0.0006551230459083397;-5.525703948584352;12.470500959022726;21.99008058379791;-0.00017599892896077106;0.9471512552560385;0.9065698812344878;0.9023607399943475;4.66115430997179;19.439840149750466;64.37588342399103;24.472030223958562;12.936682930183416;10.677621016807336;-0.019031316349534446
2021002;2021;2.5833;-3.9359412470373056e-05;-3.0399391614042317;42.718348669830384;-26.69289259010517;-0.05289795396830849;-0.05910594673044302;0.014379699248367826;-0.0006274171485574922;-5.240348399757669;12.627033321194872;21.776931349296948;-0.00017643815613713307;0.9476007805785512;0.9053348304410673;0.901173884551419;4.448711096991293;19.12325330404703;63.86093478380033;24.431895328086433;12.69958156047996;10.435847441933664;-0.017052474487054013
2021002;2021;2.6042;-6.49139229862046e-05;-2.630336679351888;43.585934927055256;-27.3637805446131;-0.052702306085914134;-0.05697262033090396;0.013204238779016919;-0.0005992685261109042;-6.193666204068472;12.655909004361527;21.804695913422915;-0.0001817271740559667;0.9499714043947305;0.9121672833657686;0.910930510393629;4.293703652864311;19.18876043163388;63.96748629322485;24.44019450673614;12.748666678825316;10.427245763175904;-0.016689523534694883
2021002;2021;2.625;-5.784787974282869e-05;-3.23132182188649;43.878574017648404;-27.035400181202743;-0.05237388220039829;-0.0579219490214214;0.014241181630227263;-0.0005554851309989407;-5.944668759415573;12.769149971839449;21.59176937537828;-0.00015497185973619202;0.9500591709966124;0.9118065881282617;0.908544091421909;3.984463920607691;17.718441407968758;61.57591888555021;24.254594659803576;11.643819457596052;9.358481808699514;-0.015272311078375195
2021002;2021;2.6458;-0.00016921883366757123;-27.810534488221705;41.191997960706075;-29.814509727299267;-0.06681576288725828;-0.07482090565002368;0.014147144916094406;-0.00040433406996314835;-12.32038014786066;12.934295655766856;21.11666430837835;-0.0001815982094737151;0.9266060361872995;0.8864821546248475;0.8842046510685673;3.3345922076392167;13.60241018696268;54.880932315498626;23.74248537793798;8.516128141646432;6.6544517018872185;-0.01322278986557318
2021002;2021;2.6667;-3.615439790252521e-05;-5.557288686942683;43.566710000602164;-26.444588473446384;-0.05442912638521926;-0.06360464293225428;0.01652386550090574;-0.0005065740709703535;-5.3306603640760715;12.967520252503187;21.30915295592002;-0.00014185200485498798;0.947941341219431;0.9079372413795407;0.9013446749859366;3.5006792220614296;15.860381536212204;58.55366632724204;24.02206454558226;10.238259891425312;8.050237478576673;-0.012812891104021973
2021002;2021;2.6875;-7.176393396316275e-05;-8.273629558249546;44.00264021013513;-27.38866892560111;-0.05957516902960516;-0.058864490499215855;0.0160244327701346;-0.000587742451937624;-6.885366815441164;12.402963851759868;22.18387915724794;-0.0001693115049617236;0.9452038967517098;0.9162375745864315;0.9076359140388596;3.418240378928111;17.331215693524634;60.94607163255771;24.205949685018236;11.351757442003601;9.00005192933016;-0.019891098680617766
2021003;2021;3.4167;-0.00010467781315518128;-2.947579180384126;45.9904127223352;-28.329734948003185;-0.059866225310628726;-0.04630273316129411;0.012328464548257045;-0.0006348967782743064;-8.55148420908114;11.71093737968878;23.192359176536183;-0.00016864210119555355;0.9537678678281782;0.9333792852411014;0.9291701293782253;4.926201702572852;18.609350105933256;63.025038546638825;24.36688599804821;12.314058753639639;10.069621973466859;-0.02892191948237301
2021003;2021;3.4375;-0.00010589422218087313;-0.9942350655577548;45.084323266641555;-28.439530603260053;-0.05486437946291943;-0.04949422208689473;0.011210903726071517;-0.0006439293298282196;-8.018758397308249;12.149483118305298;22.537529760344288;-0.00016887093665728103;0.955079147852481;0.9248585853283097;0.9260644940047938;5.250578843055364;19.80590281300026;64.97130762819704;24.518519551952227;13.210460382895757;10.988550897220353;-0.023151267825064728
2021003;2021;3.4583;-9.365123576400916e-05;3.332301367450114;46.39646844306219;-28.11477088926431;-0.05350941311114805;-0.043601426303730116;0.010386584839461494;-0.0006687091471420218;-7.524162595188104;11.91975244449106;22.995805111626744;-0.00017177585744789425;0.960028459985129;0.9365216145392798;0.9372072943954873;5.084548420556669;20.579007113221444;66.22881094372457;24.61699288726629;13.787331760979239;11.457013673059315;-0.026152950746473863
2021003;2021;3.4792;-9.031542961499689e-05;6.14264166720479;48.05614740930075;-27.979209766646147;-0.05402798115079583;-0.034909610195397685;0.008919799316882292;-0.0007194648931440704;-7.409839128712283;11.522849391040932;23.73996836763132;-0.00017023746460185065;0.9624773013373791;0.9513279567295546;0.9490197527482518;4.912833936866339;21.3637822526994;67.50529762159555;24.717357289055386;14.371063089042565;11.868464700410811;-0.031450557602388414
2021003;2021;3.5;-8.07066504490972e-05;4.794295211660438;48.20506626314396;-27.679515602458167;-0.055338314290343575;-0.03439753075946218;0.010020082896866955;-0.0006932369394169885;-7.123095702971418;11.42668712479685;23.877119393901825;-0.00018135418560706953;0.9607880388157648;0.9526799453271063;0.9480126622138157;4.751234554478753;20.704251065164723;66.43252819736472;24.63298288563428;13.88061559284641;11.34105555414268;-0.0327564363295443
2021003;2021;3.5208;-8.255138476074425e-05;3.168572142108818;47.363427617619216;-27.72526056291805;-0.05436532877204848;-0.0401586666421713;0.010309480995526043;-0.0006205457316206774;-7.189007698742839;11.788511158134027;23.22670283776143;-0.00018356212184905858;0.9593250088814623;0.9438432805287515;0.9409378643943197;4.5869166049427745;19.655332474743847;64.72639539640197;24.49938669557488;13.097898220945138;10.642269632428853;-0.02788863968526437
2021003;2021;3.5417;-9.537399563731147e-05;-0.5636970699527317;45.464098479203436;-27.96669951581569;-0.05368896098526614;-0.05031932948055181;0.01079871932124315;-0.0005669894870493766;-7.410834898480962;12.324430368291692;22.34014659489144;-0.00018575234135258419;0.9547418534796218;0.9271757767175249;0.9266154638074604;4.494405183405362;18.822708795712273;63.37208002566948;24.393855084757504;12.474214337605023;10.158159485999363;-0.020895502613803445
2021003;2021;3.5625;-9.978196056893707e-05;-2.2954251815242745;44.706969058193806;-28.07092310663407;-0.053644884557795695;-0.05395117097637839;0.011095578594652029;-0.00055632227981117;-7.472301451382179;12.50021743861464;22.07580413499546;-0.00019437261004141186;0.9522523473523686;0.9210156754348107;0.9204087364664756;4.3594956059416035;18.69986901205623;63.17227330465918;24.37832417700369;12.382022685097093;10.106983144617065;-0.0186541642690942
2021003;2021;3.5833;-0.00010267196137204657;-2.977060113021722;44.77834582960585;-28.15465154389318;-0.05471868288027104;-0.05337915048717355;0.011458456199179238;-0.0005736702941117851;-7.651729731816548;12.405730631151448;22.216073729057353;-0.00019242482270085282;0.9518060625030947;0.9221023052677942;0.9203873174610913;4.295857050661507;18.766222150041873;63.280200903805536;24.386712123751106;12.431826595561214;10.1295778381024;-0.019855804157918166
2021003;2021;3.6042;-7.822434295838912e-05;-1.5990114949524954;44.23618648081859;-27.66860094356488;-0.05430439099942246;-0.05498174971727645;0.011368521370541564;-0.0006043232889808816;-6.765577418983658;12.45730968429138;22.137914785602092;-0.00018671860997514786;0.9511707428703031;0.9184799554978097;0.9166030290124054;4.293837011009263;19.148280890973012;63.901643745747734;24.435065771167757;12.718336502982229;10.440182531464519;-0.01919896105469927
2021003;2021;3.625;-7.056360380457496e-05;-2.5567309797265;44.21514325446197;-27.39634717176625;-0.053848855047202666;-0.05704853372330945;0.013238569089766209;-0.0005681366704224713;-6.499534846382179;12.645695294245394;21.83440360250742;-0.00016629046761441522;0.9515156326017529;0.9161844929826581;0.9131288468371981;3.962740664546575;18.0099208584769;62.05002875056747;24.291276051544465;11.863366470007277;9.610765918876151;-0.016817830538558988
2021003;2021;3.6458;-0.00018069194099533392;-27.07622823972733;41.52894395258378;-30.133545722013324;-0.06645496815029715;-0.07384165740300097;0.0137121261029643;-0.0004080349435982407;-12.853027151791265;12.946021144368354;21.12320957683578;-0.0001761781699122487;0.9286551366321888;0.8890982210711326;0.8872692802184069;3.4076340750238376;13.679026841967367;55.00555417785983;23.751918409170194;8.57481558894765;6.74020162648428;-0.013078038058992388
2021003;2021;3.6667;-4.614732279026659e-05;-5.595238470756539;43.31564583226404;-26.625327432092273;-0.05502498472402017;-0.06547247184925759;0.01579557088553803;-0.00048645163275160095;-5.620905469537705;13.041090733370277;21.21050417872433;-0.00015268076415706974;0.9476265595800071;0.9057798326047466;0.8993558473568984;3.5009280520332644;15.647297679686313;58.20707188197762;23.995540690181794;10.076401848542298;7.965167519168067;-0.011908088625203605
2021003;2021;3.6875;-6.503025422014384e-05;-6.420402180455509;44.27133434181399;-27.17436585004033;-0.05759475946590808;-0.05926264240908788;0.015265236774198589;-0.0005557724003818188;-6.538789390919121;12.539285547936428;22.01144045293974;-0.00016691197602683363;0.9472383081339024;0.9173329148948567;0.9091781706222214;3.4377239602146767;16.864757468635784;60.18734766195634;24.147480709490157;10.999332816557093;8.71886597126915;-0.01815938827589269
2021004;2021;4.4167;-0.0001004816796636096;-3.12548428046968;45.4063854950173;-28.179466352215343;-0.05542812407785672;-0.050989411529987184;0.012644871507948739;-0.0005514452938269832;-8.148683187862716;12.282708323318603;22.26010988777131;-0.0001556636755371606;0.9540448372837902;0.9243159668431365;0.9239052277423659;4.77218079483974;17.645390838355034;61.45709748788867;24.245410254625998;11.588756329398864;9.40633598137488;-0.021431156915991595
2021004;2021;4.4375;-0.00010304778553695687;1.169050838055063;45.7559215987423;-28.38071105786355;-0.05225360665547934;-0.047475350007292236;0.010182058745037099;-0.0005960260461443947;-7.935870091629512;12.28093497752785;22.33732769331372;-0.00016213003262424783;0.9581969263529772;0.9281443330573668;0.9308734977232509;5.101443254351335;19.404858532370337;64.31898359841064;24.467592235694898;12.910499044088551;10.673727430670638;-0.021453956028902568
2021004;2021;4.4583;-0.00010626299964420355;2.9348481368515977;46.70240847787469;-28.453410939197905;-0.05315040900729215;-0.04245568535737714;0.009382970985586986;-0.0006235520424767236;-8.052883154933689;11.96554004974242;22.91392701525189;-0.00018734046119303887;0.9603248185269981;0.9379524159603967;0.9394300473667497;5.074509749530367;20.42265784139568;65.97449890892543;24.597046212811243;13.670813587799366;11.341853367679965;-0.02555101786807173
2021004;2021;4.4792;-0.00010096527135497815;3.864969542569948;46.14946045483634;-28.281700812335917;-0.050966481053505465;-0.045357450755246505;0.009316519736011091;-0.0006134966330359304;-7.581008303306399;12.236276601656654;22.49797972765245;-0.00017841319095885278;0.9606237761953298;0.9325283637298304;0.9348632298250702;4.973724613980803;20.49756296434835;66.09633685554665;24.606600415648607;13.726645317368531;11.416564946510793;-0.022028967576815717
2021004;2021;4.5;-9.562993971288722e-05;3.572316724435595;45.57984644488455;-28.126987372796997;-0.05001952460924732;-0.04838946199515389;0.009117300136832563;-0.0005785773795921655;-7.281799697121395;12.477602876598645;22.102035165569966;-0.0001763738090739867;0.9592914273823595;0.9267000461262065;0.930771369768253;4.839075258331937;20.027849666095733;65.33231830108892;24.54674941545864;13.376256614740896;11.107868022222247;-0.018941117241645513
2021004;2021;4.5208;-0.0001083000791218397;0.10117777924737142;44.592891485722795;-28.351040323040632;-0.05061482521168136;-0.05334783705872251;0.009445698904880343;-0.0005447979639240596;-7.578330875115901;12.698756377217443;21.765577503639605;-0.00019275238551061413;0.9552422131856443;0.9185878825082012;0.9222215638161271;4.694650569153596;19.410382788662723;64.32796915262566;24.4682930241181;12.914634218946812;10.719332326733852;-0.0161521381464548
2021004;2021;4.5417;-0.00010783250370805311;0.4448566693389191;45.33226539257526;-28.387297177702006;-0.051786844127253345;-0.049998462571726625;0.009617812044742128;-0.0005710238253964717;-7.7481587869129385;12.466905856387848;22.136013315575;-0.00018895115682808082;0.9559497778331927;0.9254882430214628;0.9263768918668988;4.6548603323073685;19.622278717866372;64.67263135854553;24.49518857918315;13.073178982291484;10.798365522163882;-0.01907699187701358
2021004;2021;4.5625;-0.00010310766625264492;-0.02211289274945394;45.44288112826817;-28.28868697940588;-0.0529658598478192;-0.048877592358196754;0.010743324259224384;-0.0006081756104135465;-7.623125490676629;12.30308598991946;22.41297239905581;-0.00019305388748864735;0.9553922655379572;0.9278316290332674;0.9264820149761336;4.528905786277863;20.016984367562376;65.31464520196636;24.545366680106486;13.36814360984569;11.036014180817883;-0.02116935652719136
2021004;2021;4.5833;-9.958238478912154e-05;-0.35973858775160755;44.782411003738396;-28.20100474640039;-0.05290647861469054;-0.052202036460957835;0.010208434040360643;-0.0006107881287351366;-7.390198754991667;12.485766223057782;22.14140414309649;-0.00018592678499219592;0.9537183644912349;0.9226169022419631;0.9219364754768156;4.418158084559493;19.8886190508245;65.1058508499618;24.52903659835797;13.272267545947917;10.996488505468848;-0.018837486851273275
2021004;2021;4.6042;-9.448054877297593e-05;-1.1346264562775774;44.412227377725905;-28.056951933705065;-0.053188453621376995;-0.05525213310818397;0.010978478789257692;-0.0006211032626979321;-7.155415579954972;12.657620173670582;21.94179187264051;-0.00017446614726880573;0.9533832464900537;0.9201208675169325;0.9178471193910697;3.8907529614032192;19.34407736806818;64.22011916885086;24.459883068433122;12.864995289092036;10.600430996253209;-0.01666803528522046
2021004;2021;4.625;-9.726612147106795e-05;2.76652715586904;46.21258376808461;-28.046011139587783;-0.05069145185680207;-0.048425192219219225;0.010046449119984062;-0.0005895698433836745;-7.176334166551825;12.583655989938196;22.121497056338423;-0.00016422046608969925;0.9590890316520575;0.9329509307001257;0.9316343274491912;4.032179476972057;18.778955356213093;63.30091227350434;24.38832210569115;12.441382472618283;10.16871958041499;-0.01759891670803984
2021004;2021;4.6458;-0.00010259175764760695;5.293684326072485;46.659450972613016;-28.202198821995275;-0.04770130612009884;-0.046689648521152045;0.008949381944501643;-0.0006000742927735393;-7.148175047523113;12.770518579924326;21.943412034289878;-0.00015226395823168424;0.9627478899712572;0.9367290536226869;0.9384971891067723;3.6693118899202757;18.987957881814815;63.64086817443852;24.41476350432886;12.598162326602282;10.309561718270503;-0.015255242464834857
2021004;2021;4.6667;-6.158823835228887e-05;-4.030248449097476;43.6377963305597;-27.07711224123634;-0.05229934876417338;-0.06339296274875825;0.014141951592384485;-0.00047176190831973823;-6.176639508884373;13.228830880228115;20.945423494409255;-0.00013823443958128618;0.9505135726186797;0.9064840033006031;0.9037843293094979;3.6081717221691174;15.905044849091588;58.62631404633014;24.027627777862108;10.272168642340418;8.15981848381361;-0.009616680016808632
2021004;2021;4.6875;-0.00010467953249567938;-9.010754779636466;42.32166425091139;-28.20388664045049;-0.0536817786672669;-0.06822743218216819;0.014314056167123258;-0.0004837638344413972;-7.676478435230163;13.4536772888908;20.659152851755575;-0.00015500904873957336;0.9463727432028525;0.8972156485007613;0.8968458673997943;3.485773063742823;16.405707884945013;59.44067431747032;24.090078267805897;10.65186327534381;8.554175924140228;-0.006904566861715676
2021005;2021;5.4167;-0.00010624307876663623;-5.460843849689655;46.69484503269453;-28.286403997681;-0.06286299800441457;-0.044200292957386436;0.014159942270618417;-0.0006306844108836508;-8.618301675535207;11.617077094430055;23.584168281115176;-0.00020837639435696866;0.9512367676997574;0.941446913780039;0.9311539892046273;4.155077984166141;18.565742405956815;62.95410784907678;24.36137754356525;12.281308123090156;9.918942608364373;-0.030179592820504964
2021005;2021;5.4375;-0.00010193877736905735;2.0640653501543;49.058042773351374;-28.242292026494216;-0.06087552941566206;-0.030349423453216357;0.010693126266898561;-0.0006956963566945155;-8.316790155976085;11.230972254560042;24.476271894981444;-0.00022266084680842456;0.9587845995051372;0.9615345956383985;0.9515977502583385;4.379478539114509;20.23696793510791;65.67246246604176;24.573377324337887;13.532333485507067;11.042109643101355;-0.0354425311011364
2021005;2021;5.4583;-0.0001046189860123628;3.14707885882413;48.81406293053036;-28.35690313085797;-0.058660672664597305;-0.030992113534131123;0.010893374128128467;-0.0007743843706021296;-8.013291665991499;11.413562130105296;24.334678345496858;-0.00021585182337514343;0.9608292181556154;0.9606742676254079;0.9517567779083117;4.153198638856898;21.774971316532366;68.17412278649333;24.770107262489546;14.676170130196157;12.10746237029825;-0.03293537423126652
2021005;2021;5.4792;-9.517031343088747e-05;6.566487932730069;49.76686258445936;-28.006491240522443;-0.0529289312386337;-0.026780640266563665;0.01095844550797748;-0.0008328015832020294;-7.1061925613479895;11.672244212870877;24.18615827104636;-0.0001941386242630661;0.9653429245018378;0.9675114619853147;0.958327340247447;3.7077901850122674;21.747312721878682;68.12913432313866;24.76655551154339;14.65566317209381;12.05907031620545;-0.029439388100250357
2021005;2021;5.5;-7.740457526414155e-05;4.671157231947907;49.074130586431465;-27.639767713460333;-0.05825800258344867;-0.030863064416250387;0.009682115106938487;-0.0006705447539374835;-7.308859952328135;11.28326723857324;24.25751702083286;-0.00020362506923831802;0.9596343569501559;0.9600245746877986;0.9511689989509358;4.650069021085059;19.77802175680418;64.9259573169946;24.51497560083512;13.189622459356205;10.74736638145238;-0.034721026585115056
