Doy;PC_D;PC_SY;PC_S;PC_RV;PC_H1;PC_H1b;PC_H3;PC_W;PC_L;Chla_NDCI;Chla_G08;PC_Lu;PC_Br1;PC_Br2;PC_Br3;chla_OC4Me;CHL_m;CHL2D_m;CHL2C_m;CHL_P;CHL2_P;NDCI
2021205;0.0014606645154760433;281.3703677583666;664.0699360552035;14.115639991656629;0.736198719903057;3.684836753638034;0.8105786359086543;-0.008332186560835071;1086.8055185384094;32.90610605856341;303.37696285644836;0.0007677578087066028;1.1821902292496447;4.165741048000866;2.3803835564055755;30.374843161484947;122.71058135417603;232.35231225047232;41.80219325963023;74.10735089078563;64.13720421155368;-0.6039172138439972
2021206;0.001414285395982989;251.927481697168;551.5080382219996;12.799120754800036;0.5966701074391618;3.143279713283312;0.640048166902473;-0.007662861273184044;824.0440588475839;26.975934317869125;253.1192866318605;0.00076454865814283;1.160856574162903;3.6449316021667566;2.194803146083851;23.636144508978933;109.71057055936326;211.20696786201958;39.07757964327044;68.18079732530128;57.271259700535666;-0.5616761956387248
2021207;0.0013894926064662323;244.9369703513375;574.120554234921;12.103735284475725;0.5862578407139;3.2648536796498204;0.6791950347451738;-0.007863993656074828;864.023834630321;28.88485736118615;268.0683544029725;0.000750157604812043;1.1520147373277727;3.7658472054833574;2.2265258287199168;27.57721553910641;113.57179935358955;217.48750207889142;39.86775439728595;69.99441437145438;59.56695857069768;-0.5758237362281887
2021208;0.0014512963250832376;239.74614882701925;561.1602246720112;13.583374023840463;0.5210284990608468;3.1131113511183637;0.6829013463748856;-0.008161282530630778;847.8714572465329;29.296969780072978;269.5201329621144;0.0007925832637714946;1.1450530622159691;3.739980600609737;2.208731525804843;32.08792305055732;118.30789039157776;225.19105537849987;40.858815362713464;72.15741817382369;62.0740678956684;-0.5788044826260597
2021209;0.0014995002532160427;234.87372155595554;585.4852584755675;14.751997989525847;0.5115650893069824;3.194078540408384;0.6894241973562162;-0.008600075724178107;886.3276033089683;29.88742177370206;285.50691962691553;0.0008140367202003722;1.1386175180996567;3.757973689984277;2.2024613155593884;32.036559480481216;123.67678979568993;233.9239117336815;42.01212290682461;74.52744103051647;64.9302732284657;-0.5830322966627378
2021210;0.0014574694376960845;220.01054100735035;553.1105161050772;13.548031540649653;0.4565970850869404;3.081250102512247;0.6322303247067322;-0.008348280334879565;803.367420245694;27.667702268340975;271.8979925604893;0.000798602019553043;1.1273393429588825;3.560347017217433;2.11570358132349;28.0065289403274;117.58315322247405;224.01222427799607;40.70557743073772;71.83081944158805;61.78750587126677;-0.5668700484410971
2021211;0.0015253929781481011;212.13366737377237;384.0987887775128;15.07206258527657;0.296830292732617;2.1053569725620127;0.4704008221272877;-0.007313579380482426;535.0604239204606;20.64367302458247;193.46111382815056;0.0008499897733920308;1.1165403235306175;2.9804074896537593;1.9145503897924043;25.535089158918282;102.56390455684598;199.5824610644734;37.65614873686063;64.70511753596905;53.7288491254405;-0.5098160866013374
2021212;0.0012493047653544791;179.9965420664179;259.8108041609109;7.859167957990024;0.19897980400310922;1.4401974588683113;0.29473934448987477;-0.005382612296436992;302.6963235908725;11.676745390941583;125.35448335537733;0.0007585803984807118;1.100228759283816;2.361857427175352;1.6782392620343425;15.750319766168703;72.39830315756706;150.51619178667687;32.204285580079386;48.33333011984748;37.78390768488063;-0.4137702438412268
2021213;0.0012181453000370268;148.5664258683031;209.30663208341116;6.644015985515988;0.11174974946007434;1.0733570719131762;0.2102654122801027;-0.005144065990837302;210.9983048800063;8.218624893130723;104.29405554535226;0.0007567472237380573;1.0729768095502368;2.037592577535168;1.5314744863365752;13.909771086895828;67.04347591512997;141.80622469748172;31.322505788563276;45.13960110073971;35.35627784302951;-0.35993501872861317
2021214;0.000990780992716836;114.14671116720703;149.91056430423308;0.5194396914909021;0.041749561639846146;0.6870367337976065;0.13230058514210735;-0.004042955081443008;121.54059587200457;5.20436591468045;75.4652283337537;0.0006321149921340917;1.0458499799551582;1.684385638258371;1.3615656429984253;11.296487637774087;51.02949157986063;115.75846064980314;28.826949497800122;35.07124087836703;26.933908755733608;-0.28184201208010967
2021215;0.000776099400897387;92.7567787011841;131.4370937789281;-5.146397401742181;0.005852568685390276;0.5794965562189891;0.09941871659547254;-0.003493988113312322;85.34067185069735;4.678860267359246;67.1050374739741;0.0004850623228192688;1.030617369310872;1.5628514065651224;1.3044580746262568;9.852854546552736;43.145969981414964;102.9354113597629;27.6724616161438;29.829883286633603;22.669391104363502;-0.25203595968454423
2021216;0.0008182876744089254;85.90501582835402;129.0113766661705;-4.453930326111724;-0.020007103751330135;0.5628580153964422;0.09517236989763556;-0.003765909205327769;82.01968568434263;4.684943970964245;69.5708670564247;0.000420397607366023;1.0210894583773218;1.5338549171283045;1.277445790586695;8.83488792342945;45.96248547597044;107.5166529485432;28.079514035295503;31.72401824331029;24.268068029179066;-0.2525455762016176
2021217;0.0007859862991296367;78.46478286195142;121.28000245345676;-5.455894049936283;-0.04804681925930623;0.5226588788164326;0.081766399177728;-0.0037555660898607422;72.78260993676521;4.600109018483666;69.09477598772435;0.0003051065323726753;1.0098699426951852;1.4770891366449852;1.2381335671837908;7.768894118780301;44.26333891240683;104.752882993264;27.833236645625593;30.58419539791407;23.45081062516869;-0.24443587354888682
